State,County,Violent,Murder,"Forcible rape",Robbery,"Aggravated assault","Property crime",Burglary,"Larceny-theft","Motor vehicle theft",Arson
OHIO,Champaign,14,0,0,1,13,396,139,243,14,4
OHIO,Clinton,9,0,3,0,6,75,24,46,5,0
OHIO,Columbiana,14,1,1,1,11,79,61,15,3,0
OHIO,Coshocton,19,0,0,5,14,895,294,590,11,3
OHIO,Crawford,8,0,1,0,7,351,172,168,11,1
OHIO,Darke,13,0,2,3,8,461,151,293,17,3
OHIO,Defiance,6,0,5,0,1,173,40,130,3,1
OHIO,Fayette,23,0,2,11,10,684,218,448,18,4
OHIO,Gallia,17,2,3,7,5,610,248,345,17,1
OHIO,Guernsey,6,2,1,3,0,189,73,107,9,3
OHIO,Hancock,4,0,1,0,3,248,90,151,7,0
OHIO,Hardin,4,0,0,0,4,281,132,145,4,2
OHIO,Harrison,4,0,3,1,0,96,39,47,10,0
OHIO,Highland,44,0,3,0,41,614,227,354,33,3
OHIO,Holmes,4,0,2,2,0,230,61,156,13,1
OHIO,Logan,10,0,4,0,6,555,238,301,16,0
OHIO,Marion,34,0,6,20,8,1427,409,1009,9,4
OHIO,Meigs,16,1,5,5,5,331,156,159,16,1
OHIO,Mercer,10,1,3,1,5,213,55,154,4,0
OHIO,Monroe,4,0,2,0,2,97,40,57,0,1
OHIO,Muskingum,53,1,22,12,18,1304,350,887,67,7
OHIO,Ottawa,3,0,1,2,0,327,66,252,9,0
OHIO,Paulding,8,0,2,0,6,136,47,89,0,1
OHIO,Pike,15,3,3,3,6,312,78,216,18,6
OHIO,Ross,47,0,13,9,25,1797,539,1196,62,8
OHIO,Scioto,12,0,4,7,1,874,307,536,31,16
OHIO,Seneca,1,0,1,0,0,320,128,189,3,0
OHIO,Tuscarawas,7,1,2,1,3,322,170,127,25,2
OHIO,Van Wert,1,0,0,0,1,176,72,100,4,1
OHIO,Vinton,14,2,3,2,7,298,133,156,9,1
OHIO,Washington,26,0,9,0,17,477,210,252,15,3
OHIO,Wayne,21,0,8,2,11,678,299,347,32,8
OHIO,Wyandot,5,0,1,1,3,16,8,7,1,0
OKLAHOMA,Canadian,16,0,1,1,14,175,54,95,26,1
OKLAHOMA,Cleveland,42,1,9,3,29,355,124,189,42,9
OKLAHOMA,Comanche,38,0,4,1,33,410,139,242,29,1
OKLAHOMA,Cotton,1,0,0,0,1,17,6,10,1,0
OKLAHOMA,Creek,56,3,5,5,43,375,133,203,39,5
OKLAHOMA,Grady,53,1,4,1,47,239,108,118,13,2
OKLAHOMA,Le Flore,49,1,1,0,47,367,163,179,25,5
OKLAHOMA,Lincoln,26,0,3,0,23,347,153,154,40,1
OKLAHOMA,Logan,23,0,1,1,21,403,157,218,28,6
OKLAHOMA,McClain,21,0,2,6,13,349,126,195,28,3
OKLAHOMA,Oklahoma,32,0,1,1,30,318,68,215,35,0
OKLAHOMA,Okmulgee,11,0,4,0,7,222,88,112,22,9
OKLAHOMA,Osage,31,0,5,3,23,400,141,221,38,12
OKLAHOMA,Pawnee,23,1,2,0,20,87,29,54,4,1
OKLAHOMA,Sequoyah,42,0,4,0,38,335,128,192,15,7
OKLAHOMA,Tulsa,171,1,9,11,150,662,272,328,62,10
OKLAHOMA,Wagoner,47,2,5,2,38,444,170,244,30,3
OKLAHOMA,Adair,54,1,5,0,48,211,103,96,12,5
OKLAHOMA,Alfalfa,3,0,0,0,3,29,7,22,0,0
OKLAHOMA,Atoka,4,0,2,0,2,93,45,41,7,1
OKLAHOMA,Beaver,4,0,0,0,4,44,13,29,2,0
OKLAHOMA,Beckham,4,0,0,0,4,73,27,45,1,1
OKLAHOMA,Blaine,3,0,1,0,2,45,6,36,3,0
OKLAHOMA,Bryan,64,1,5,0,58,367,147,184,36,1
OKLAHOMA,Caddo,78,1,5,1,71,210,86,106,18,2
OKLAHOMA,Carter,67,2,8,2,55,268,95,141,32,3
OKLAHOMA,Cherokee,42,0,2,1,39,230,67,134,29,2
OKLAHOMA,Choctaw,17,0,1,1,15,148,55,77,16,7
OKLAHOMA,Cimarron,0,0,0,0,0,0,0,0,0,0
OKLAHOMA,Coal,7,0,2,0,5,58,14,40,4,1
OKLAHOMA,Craig,8,1,3,0,4,106,23,65,18,3
OKLAHOMA,Custer,5,0,1,0,4,52,18,29,5,0
OKLAHOMA,Delaware,52,1,5,0,46,380,137,197,46,3
OKLAHOMA,Dewey,1,0,0,0,1,27,10,13,4,0
OKLAHOMA,Ellis,5,0,0,0,5,40,10,26,4,0
OKLAHOMA,Garfield,4,0,2,0,2,76,23,44,9,5
OKLAHOMA,Garvin,23,0,3,5,15,255,97,142,16,12
OKLAHOMA,Grant,2,0,0,0,2,54,22,28,4,0
OKLAHOMA,Greer,6,0,1,1,4,4,1,1,2,1
OKLAHOMA,Harmon,1,1,0,0,0,22,3,18,1,0
OKLAHOMA,Harper,0,0,0,0,0,25,15,7,3,0
OKLAHOMA,Haskell,24,0,2,0,22,68,25,33,10,3
OKLAHOMA,Hughes,3,0,2,0,1,89,20,56,13,1
OKLAHOMA,Jackson,6,0,2,0,4,60,25,33,2,0
OKLAHOMA,Jefferson,2,0,0,0,2,32,10,18,4,0
OKLAHOMA,Johnston,12,1,0,0,11,5,1,3,1,1
OKLAHOMA,Kay,22,0,0,7,15,78,40,37,1,0
OKLAHOMA,Kingfisher,1,0,0,0,1,50,17,31,2,0
OKLAHOMA,Kiowa,1,0,0,0,1,47,25,20,2,1
OKLAHOMA,Latimer,6,0,0,0,6,19,6,13,0,0
OKLAHOMA,Love,4,0,0,0,4,66,14,49,3,0
OKLAHOMA,Major,3,0,0,0,3,35,8,24,3,0
OKLAHOMA,Marshall,42,2,4,0,36,83,29,41,13,1
OKLAHOMA,McCurtain,46,0,4,3,39,514,181,297,36,12
OKLAHOMA,McIntosh,20,0,4,0,16,225,65,139,21,2
OKLAHOMA,Murray,8,1,2,1,4,74,31,38,5,1
OKLAHOMA,Muskogee,79,2,10,4,63,336,134,160,42,14
OKLAHOMA,Noble,3,0,0,0,3,41,14,27,0,2
OKLAHOMA,Nowata,6,0,0,1,5,85,28,47,10,0
OKLAHOMA,Okfuskee,10,0,0,0,10,116,44,58,14,4
OKLAHOMA,Ottawa,14,0,2,1,11,126,49,60,17,1
OKLAHOMA,Payne,15,0,2,2,11,253,88,147,18,3
OKLAHOMA,Pittsburg,31,0,13,2,16,349,121,211,17,6
OKLAHOMA,Pontotoc,27,1,6,2,18,196,80,92,24,0
OKLAHOMA,Pottawatomie,30,2,2,0,26,619,233,307,79,2
OKLAHOMA,Pushmataha,10,0,2,0,8,83,37,30,16,3
OKLAHOMA,Roger Mills,5,0,0,1,4,40,3,35,2,0
OKLAHOMA,Seminole,2,0,1,0,1,286,122,150,14,3
OKLAHOMA,Stephens,14,1,4,2,7,229,82,132,15,1
OKLAHOMA,Texas,5,0,2,0,3,37,6,29,2,1
OKLAHOMA,Tillman,9,0,0,1,8,90,40,50,0,3
OKLAHOMA,Washington,24,0,3,0,21,197,66,119,12,1
OKLAHOMA,Washita,15,0,2,0,13,99,31,53,15,1
OKLAHOMA,Woods,2,0,0,0,2,13,3,9,1,0
OKLAHOMA,Woodward,6,0,1,0,5,108,42,55,11,1
OREGON,Benton,21,0,6,0,15,157,42,99,16,1
OREGON,Clackamas,218,8,55,85,70,5610,1000,4108,502,12
OREGON,Columbia,20,0,3,2,15,187,75,85,27,1
OREGON,Deschutes,118,0,9,5,104,897,252,601,44,13
OREGON,Jackson,167,2,14,9,142,1304,313,917,74,10
OREGON,Josephine,71,0,1,6,64,825,322,411,92,4
OREGON,Lane,203,7,22,21,153,1105,436,558,111,12
OREGON,Linn,35,0,10,9,16,1135,308,736,91,4
OREGON,Marion,70,2,17,18,33,2448,511,1636,301,9
OREGON,Multnomah,43,0,12,3,28,997,134,809,54,1
OREGON,Polk,39,0,1,0,38,300,91,190,19,0
OREGON,Washington,317,6,75,63,173,2669,556,1946,167,26
OREGON,Yamhill,32,1,9,3,19,679,236,406,37,6
OREGON,Baker,0,0,0,0,0,15,9,6,0,0
OREGON,Clatsop,3,0,0,0,3,155,37,107,11,2
OREGON,Coos,28,0,1,1,26,473,123,321,29,0
OREGON,Crook,24,0,1,1,22,127,49,76,2,1
OREGON,Curry,14,0,1,3,10,272,71,179,22,5
OREGON,Douglas,51,0,14,7,30,1360,389,893,78,11
OREGON,Gilliam,1,0,0,0,1,15,5,8,2,1
OREGON,Grant,0,0,0,0,0,37,5,30,2,2
OREGON,Harney,3,0,0,0,3,15,5,10,0,0
OREGON,Hood River,27,0,2,3,22,182,37,129,16,1
OREGON,Jefferson,4,1,2,0,1,194,58,122,14,1
OREGON,Klamath,71,2,12,11,46,386,133,183,70,7
OREGON,Lincoln,44,0,4,4,36,341,99,218,24,8
OREGON,Malheur,1,0,0,0,1,185,57,118,10,0
OREGON,Morrow,12,1,2,1,8,177,46,120,11,2
OREGON,Sherman,2,0,1,0,1,42,6,34,2,0
OREGON,Tillamook,6,0,0,1,5,263,88,163,12,4
OREGON,Umatilla,22,2,4,2,14,566,149,299,118,4
OREGON,Union,17,0,8,0,9,234,65,151,18,2
OREGON,Wallowa,0,0,0,0,0,29,9,20,0,1
OREGON,Wasco,13,0,1,0,12,153,52,92,9,1
PENNSYLVANIA,Allegheny,8,0,0,1,7,6,1,5,0,0
PENNSYLVANIA,Allegheny County Police Department,59,0,3,0,56,107,6,91,10,78
PENNSYLVANIA,Beaver,0,0,0,0,0,0,0,0,0,0
PENNSYLVANIA,Blair,2,0,0,0,2,0,0,0,0,0
PENNSYLVANIA,Butler,0,0,0,0,0,0,0,0,0,0
PENNSYLVANIA,Cumberland,0,0,0,0,0,0,0,0,0,0
PENNSYLVANIA,Lancaster,0,0,0,0,0,0,0,0,0,0
PENNSYLVANIA,Lycoming,0,0,0,0,0,0,0,0,0,0
PENNSYLVANIA,Mercer,0,0,0,0,0,0,0,0,0,0
PENNSYLVANIA,Monroe,0,0,0,0,0,0,0,0,0,0
PENNSYLVANIA,Northampton,0,0,0,0,0,0,0,0,0,0
PENNSYLVANIA,Washington,4,0,0,0,4,3,0,3,0,0
PENNSYLVANIA,Westmoreland,0,0,0,0,0,1,0,1,0,0
PENNSYLVANIA,York,1,0,0,0,1,0,0,0,0,0
PENNSYLVANIA,Bedford,0,0,0,0,0,0,0,0,0,0
PENNSYLVANIA,Clarion,0,0,0,0,0,0,0,0,0,0
PENNSYLVANIA,Elk,0,0,0,0,0,0,0,0,0,0
PENNSYLVANIA,Greene,0,0,0,0,0,0,0,0,0,0
PENNSYLVANIA,Indiana,0,0,0,0,0,0,0,0,0,0
PENNSYLVANIA,Lawrence,0,0,0,0,0,0,0,0,0,0
PENNSYLVANIA,Schuylkill,0,0,0,0,0,1,0,1,0,0
PENNSYLVANIA,Snyder,0,0,0,0,0,0,0,0,0,0
PENNSYLVANIA,Tioga,0,0,0,0,0,0,0,0,0,0
PENNSYLVANIA,Union,0,0,0,0,0,0,0,0,0,0
PENNSYLVANIA,Warren,0,0,0,0,0,0,0,0,0,0
PENNSYLVANIA,Wayne,0,0,0,0,0,0,0,0,0,0
SOUTH CAROLINA,Aiken,351,4,41,47,259,3776,1187,2173,416,3
SOUTH CAROLINA,Anderson,809,10,40,110,649,6816,1890,4251,675,27
SOUTH CAROLINA,Beaufort,706,9,34,89,574,3489,1015,2306,168,15
SOUTH CAROLINA,Berkeley,487,10,37,82,358,3558,1010,2173,375,10
SOUTH CAROLINA,Calhoun,53,0,6,6,41,468,200,227,41,2
SOUTH CAROLINA,Chester,110,2,8,17,83,891,276,561,54,2
SOUTH CAROLINA,Darlington,345,4,10,33,298,2332,938,1243,151,8
SOUTH CAROLINA,Dorchester,345,3,25,53,264,2074,582,1292,200,3
SOUTH CAROLINA,Edgefield,20,1,3,4,12,389,109,246,34,3
SOUTH CAROLINA,Fairfield,125,3,5,9,108,665,177,422,66,4
SOUTH CAROLINA,Florence,225,2,8,38,177,2451,755,1514,182,1
SOUTH CAROLINA,Greenville,1994,17,142,319,1516,10827,3000,6912,915,50
SOUTH CAROLINA,Jasper,34,5,10,13,6,461,135,290,36,1
SOUTH CAROLINA,Kershaw,256,2,27,14,213,1557,485,962,110,1
SOUTH CAROLINA,Lancaster,245,10,18,45,172,2497,764,1637,96,13
SOUTH CAROLINA,Laurens,306,4,21,20,261,1252,477,689,86,8
SOUTH CAROLINA,Lexington,534,7,59,81,387,4549,1068,3061,420,13
SOUTH CAROLINA,Pickens,254,4,14,16,220,2096,608,1285,203,10
SOUTH CAROLINA,Richland,2266,15,105,388,1758,9747,2657,5891,1199,27
SOUTH CAROLINA,Saluda,37,0,4,3,30,292,113,156,23,1
SOUTH CAROLINA,Spartanburg,596,8,61,95,432,5874,1783,3619,472,33
SOUTH CAROLINA,Sumter,424,5,20,39,360,2487,1004,1280,203,34
SOUTH CAROLINA,Union,93,2,2,9,80,599,147,430,22,6
SOUTH CAROLINA,York,499,1,20,37,441,2300,531,1641,128,19
SOUTH CAROLINA,Abbeville,49,0,2,3,44,412,126,269,17,2
SOUTH CAROLINA,Allendale,2,0,0,0,2,80,23,51,6,0
SOUTH CAROLINA,Bamberg,32,0,1,2,29,291,103,157,31,0
SOUTH CAROLINA,Barnwell,88,0,3,2,83,474,110,314,50,5
SOUTH CAROLINA,Cherokee,79,1,0,12,66,440,190,187,63,3
SOUTH CAROLINA,Chesterfield,138,2,7,11,118,977,244,677,56,6
SOUTH CAROLINA,Clarendon,113,1,6,15,91,896,284,551,61,4
SOUTH CAROLINA,Colleton,204,2,11,8,183,1180,326,699,155,9
SOUTH CAROLINA,Dillon,192,4,13,20,155,1054,370,608,76,6
SOUTH CAROLINA,Greenwood,428,4,17,19,388,1725,409,1248,68,5
SOUTH CAROLINA,Hampton,75,0,5,7,63,308,114,172,22,1
SOUTH CAROLINA,Lee,76,0,2,8,66,429,137,244,48,7
SOUTH CAROLINA,Marion,99,4,3,10,82,837,370,403,64,6
SOUTH CAROLINA,Marlboro,172,2,14,11,145,863,269,551,43,2
SOUTH CAROLINA,McCormick,18,0,1,0,17,108,36,55,17,0
SOUTH CAROLINA,Newberry,79,1,0,7,71,481,127,322,32,3
SOUTH CAROLINA,Oconee,268,5,26,7,230,1677,535,1018,124,11
SOUTH CAROLINA,Orangeburg,256,12,26,69,149,3266,1035,1830,401,17
SOUTH DAKOTA,Custer,5,0,1,0,4,31,7,20,4,0
SOUTH DAKOTA,Lincoln,10,0,3,0,7,180,74,94,12,2
SOUTH DAKOTA,McCook,3,0,1,0,2,39,11,25,3,0
SOUTH DAKOTA,Meade,9,0,1,0,8,21,8,12,1,0
SOUTH DAKOTA,Minnehaha,41,0,14,0,27,317,82,224,11,6
SOUTH DAKOTA,Pennington,63,0,20,0,43,408,116,271,21,6
SOUTH DAKOTA,Turner,7,0,0,0,7,42,21,15,6,0
SOUTH DAKOTA,Union,4,0,0,0,4,63,14,47,2,0
SOUTH DAKOTA,Aurora,0,0,0,0,0,17,6,10,1,0
SOUTH DAKOTA,Beadle,2,0,0,0,2,29,3,23,3,0
SOUTH DAKOTA,Bennett,1,0,1,0,0,7,0,6,1,0
SOUTH DAKOTA,Bon Homme,0,0,0,0,0,1,1,0,0,0
SOUTH DAKOTA,Brookings,2,0,0,0,2,61,11,47,3,2
SOUTH DAKOTA,Brown,3,0,0,0,3,32,11,18,3,0
SOUTH DAKOTA,Butte,3,0,3,0,0,43,13,28,2,1
SOUTH DAKOTA,Campbell,0,0,0,0,0,7,1,4,2,1
SOUTH DAKOTA,Charles Mix,12,1,2,0,9,51,29,20,2,1
SOUTH DAKOTA,Clark,0,0,0,0,0,4,3,1,0,0
SOUTH DAKOTA,Clay,6,0,2,1,3,52,8,40,4,0
SOUTH DAKOTA,Codington,7,0,1,0,6,65,20,40,5,0
SOUTH DAKOTA,Corson,1,0,0,0,1,24,14,6,4,0
SOUTH DAKOTA,Davison,6,0,1,0,5,16,1,13,2,0
SOUTH DAKOTA,Deuel,3,2,1,0,0,33,15,14,4,0
SOUTH DAKOTA,Dewey,2,0,0,0,2,2,2,0,0,0
SOUTH DAKOTA,Douglas,0,0,0,0,0,0,0,0,0,0
SOUTH DAKOTA,Edmunds,0,0,0,0,0,1,0,0,1,0
SOUTH DAKOTA,Faulk,1,0,0,0,1,2,0,2,0,0
SOUTH DAKOTA,Hamlin,3,0,1,0,2,39,13,24,2,0
SOUTH DAKOTA,Hand,4,0,0,0,4,9,0,9,0,0
SOUTH DAKOTA,Hanson,2,0,1,0,1,3,1,2,0,0
SOUTH DAKOTA,Harding,1,0,0,0,1,0,0,0,0,0
SOUTH DAKOTA,Hughes,4,0,1,0,3,20,6,11,3,0
SOUTH DAKOTA,Hutchinson,2,0,0,0,2,1,1,0,0,0
SOUTH DAKOTA,Jerauld,0,0,0,0,0,5,1,3,1,0
SOUTH DAKOTA,Lawrence,8,0,1,0,7,177,12,165,0,0
SOUTH DAKOTA,Marshall,15,0,6,0,9,40,11,24,5,0
SOUTH DAKOTA,McPherson,0,0,0,0,0,1,0,1,0,0
SOUTH DAKOTA,Mellette,2,0,0,0,2,16,6,8,2,0
SOUTH DAKOTA,Miner,1,0,0,1,0,8,6,2,0,0
SOUTH DAKOTA,Moody,3,0,1,0,2,34,5,26,3,0
SOUTH DAKOTA,Perkins,0,0,0,0,0,10,2,7,1,0
SOUTH DAKOTA,Potter,1,0,0,0,1,0,0,0,0,0
SOUTH DAKOTA,Roberts,13,0,0,0,13,25,5,15,5,0
SOUTH DAKOTA,Spink,10,0,4,0,6,41,7,30,4,3
SOUTH DAKOTA,Stanley,5,0,2,0,3,32,17,15,0,0
SOUTH DAKOTA,Tripp,2,0,0,0,2,10,6,4,0,0
SOUTH DAKOTA,Walworth,1,0,0,0,1,6,1,3,2,0
SOUTH DAKOTA,Yankton,12,0,1,1,10,107,27,70,10,1
SOUTH DAKOTA,Ziebach,0,0,0,0,0,1,0,0,1,0
TENNESSEE,Anderson,107,1,17,10,79,805,333,391,81,9
TENNESSEE,Blount,301,3,28,16,254,1782,704,968,110,3
TENNESSEE,Bradley,220,1,6,14,199,965,272,612,81,2
TENNESSEE,Campbell,57,0,12,8,37,669,336,301,32,14
TENNESSEE,Cannon,8,0,0,0,8,95,47,33,15,1
TENNESSEE,Carter,53,4,2,1,46,666,295,315,56,4
TENNESSEE,Chester,16,0,1,0,15,131,36,86,9,0
TENNESSEE,Crockett,33,1,5,0,27,134,50,74,10,0
TENNESSEE,Dickson,105,1,9,2,93,548,212,306,30,7
TENNESSEE,Fayette,62,0,4,8,50,320,104,194,22,2
TENNESSEE,Grainger,17,0,2,2,13,279,63,203,13,0
TENNESSEE,Hamblen,87,0,4,13,70,607,182,398,27,8
TENNESSEE,Hamilton,252,2,20,18,212,1826,625,1088,113,4
TENNESSEE,Hickman,63,0,4,3,56,330,148,157,25,0
TENNESSEE,Knox,539,7,30,81,421,5589,1285,3863,441,21
TENNESSEE,Loudon,60,0,4,1,55,565,168,360,37,1
TENNESSEE,Macon,54,0,1,0,53,135,27,96,12,0
TENNESSEE,Madison,146,1,11,6,128,799,320,440,39,6
TENNESSEE,Marion,56,0,1,3,52,283,88,165,30,1
TENNESSEE,Maury,131,1,12,5,113,636,197,396,43,3
TENNESSEE,Montgomery,105,2,9,4,90,770,178,534,58,3
TENNESSEE,Morgan,77,2,5,4,66,429,157,242,30,1
TENNESSEE,Polk,45,4,1,2,38,326,108,179,39,0
TENNESSEE,Roane,51,0,7,0,44,553,248,268,37,5
TENNESSEE,Robertson,53,0,4,2,47,348,121,199,28,0
TENNESSEE,Rutherford,241,0,12,13,216,1299,397,799,103,3
TENNESSEE,Sequatchie,35,0,2,1,32,175,60,92,23,6
TENNESSEE,Shelby,601,1,37,79,484,3073,945,1966,162,11
TENNESSEE,Smith,35,0,6,1,28,258,96,140,22,2
TENNESSEE,Sullivan,407,1,17,15,374,1526,470,949,107,17
TENNESSEE,Sumner,119,1,10,3,105,736,263,439,34,10
TENNESSEE,Tipton,152,0,12,7,133,621,201,364,56,3
TENNESSEE,Unicoi,17,0,0,0,17,273,39,224,10,2
TENNESSEE,Union,51,1,5,8,37,512,198,278,36,9
TENNESSEE,Washington,174,0,5,9,160,1076,445,575,56,7
TENNESSEE,Williamson,74,0,7,8,59,488,154,308,26,6
TENNESSEE,Wilson,142,1,3,14,124,949,296,564,89,0
TENNESSEE,Bedford,45,1,3,0,41,278,103,164,11,2
TENNESSEE,Benton,29,0,1,1,27,164,58,90,16,1
TENNESSEE,Bledsoe,10,0,0,1,9,73,20,45,8,1
TENNESSEE,Carroll,27,0,1,0,26,192,82,93,17,2
TENNESSEE,Claiborne,139,0,3,11,125,670,339,288,43,8
TENNESSEE,Clay,10,0,0,0,10,71,34,27,10,0
TENNESSEE,Cocke,160,3,2,12,143,895,397,434,64,15
TENNESSEE,Coffee,67,1,0,3,63,380,112,241,27,0
TENNESSEE,Decatur,49,0,1,3,45,218,77,121,20,1
TENNESSEE,DeKalb,24,0,1,0,23,235,84,138,13,0
TENNESSEE,Dyer,56,0,1,2,53,273,70,178,25,0
TENNESSEE,Fentress,36,1,4,4,27,293,95,186,12,3
TENNESSEE,Franklin,35,3,6,0,26,294,93,178,23,3
TENNESSEE,Gibson,52,0,1,2,49,315,129,164,22,0
TENNESSEE,Giles,45,1,3,4,37,247,109,130,8,1
TENNESSEE,Greene,154,4,10,23,117,1094,429,579,86,11
TENNESSEE,Grundy,110,3,4,1,102,348,142,144,62,11
TENNESSEE,Hancock,16,0,0,0,16,108,39,62,7,0
TENNESSEE,Hardeman,82,3,3,1,75,330,140,154,36,3
TENNESSEE,Haywood,36,0,4,2,30,224,84,126,14,3
TENNESSEE,Henderson,60,1,3,4,52,354,132,197,25,2
TENNESSEE,Henry,39,1,7,0,31,428,131,280,17,0
TENNESSEE,Houston,28,0,0,1,27,89,31,50,8,1
TENNESSEE,Humphreys,23,0,0,0,23,188,54,129,5,1
TENNESSEE,Jackson,25,0,0,1,24,202,79,108,15,3
TENNESSEE,Johnson,76,2,3,2,69,248,88,124,36,2
TENNESSEE,Lake,5,0,0,0,5,21,3,15,3,0
TENNESSEE,Lauderdale,63,0,5,4,54,382,173,179,30,2
TENNESSEE,Lawrence,98,0,2,2,94,565,218,310,37,6
TENNESSEE,Lewis,17,0,3,0,14,162,33,116,13,2
TENNESSEE,Lincoln,89,4,3,1,81,369,149,204,16,3
TENNESSEE,Marshall,31,0,0,0,31,163,55,95,13,0
TENNESSEE,McMinn,69,0,2,5,62,656,194,387,75,7
TENNESSEE,McNairy,82,0,3,1,78,326,95,200,31,1
TENNESSEE,Monroe,135,4,3,3,125,685,214,411,60,9
TENNESSEE,Moore,4,0,0,0,4,89,20,65,4,0
TENNESSEE,Obion,23,0,1,1,21,242,64,161,17,3
TENNESSEE,Overton,47,1,3,1,42,213,114,90,9,3
TENNESSEE,Perry,24,0,1,1,22,104,32,64,8,1
TENNESSEE,Putnam,142,0,7,3,132,982,270,652,60,2
TENNESSEE,Rhea,80,0,2,4,74,385,123,223,39,1
TENNESSEE,Scott,23,1,1,0,21,336,132,179,25,2
TENNESSEE,Sevier,142,2,13,13,114,2047,859,1092,96,4
TENNESSEE,Stewart,34,0,1,2,31,133,50,70,13,3
TENNESSEE,Van Buren,12,0,1,0,11,86,11,72,3,0
TENNESSEE,Warren,39,0,1,1,37,402,129,238,35,1
TENNESSEE,Wayne,41,1,2,0,38,94,40,46,8,2
TENNESSEE,Weakley,65,2,3,1,59,203,77,107,19,0
TENNESSEE,White,88,1,5,1,81,404,94,272,38,2
TEXAS,Aransas,23,1,4,1,17,291,89,187,15,4
TEXAS,Archer,5,0,0,0,5,72,18,40,14,0
TEXAS,Armstrong,1,0,0,0,1,28,14,11,3,0
TEXAS,Atascosa,27,2,0,0,25,492,208,269,15,0
TEXAS,Austin,25,0,2,1,22,146,63,69,14,0
TEXAS,Bastrop,210,0,43,11,156,1084,405,600,79,4
TEXAS,Bell,36,3,17,4,12,706,270,411,25,9
TEXAS,Bexar,487,10,70,99,308,6398,2081,3865,452,80
TEXAS,Bowie,131,0,15,9,107,848,331,425,92,17
TEXAS,Brazoria,92,3,5,26,58,1523,587,836,100,0
TEXAS,Brazos,41,1,0,0,40,415,158,244,13,3
TEXAS,Burleson,14,0,5,2,7,124,46,69,9,0
TEXAS,Caldwell,40,0,8,3,29,219,79,126,14,0
TEXAS,Callahan,14,0,0,2,12,41,22,16,3,0
TEXAS,Cameron,143,4,15,19,105,1732,619,1027,86,19
TEXAS,Carson,4,0,1,0,3,44,11,31,2,1
TEXAS,Chambers,67,0,4,9,54,579,191,339,49,3
TEXAS,Clay,4,1,0,2,1,83,61,17,5,0
TEXAS,Collin,74,1,16,2,55,624,247,323,54,2
TEXAS,Comal,219,2,25,7,185,926,280,594,52,6
TEXAS,Coryell,8,2,1,0,5,116,45,62,9,1
TEXAS,Crosby,1,0,0,0,1,3,2,1,0,0
TEXAS,Dallas,51,0,2,6,43,296,91,181,24,0
TEXAS,Denton,61,1,4,4,52,901,255,584,62,6
TEXAS,Ector,57,0,1,23,33,1417,321,956,140,3
TEXAS,Ellis,44,4,2,2,36,615,233,327,55,1
TEXAS,El Paso,250,5,28,23,194,1260,303,829,128,13
TEXAS,Falls,7,1,0,0,6,45,30,15,0,2
TEXAS,Fort Bend,804,1,38,116,649,4398,1672,2452,274,15
TEXAS,Galveston,106,0,16,22,68,794,302,441,51,14
TEXAS,Goliad,10,0,3,2,5,116,39,74,3,0
TEXAS,Grayson,50,0,15,3,32,800,278,459,63,6
TEXAS,Gregg,71,0,28,6,37,524,157,340,27,2
TEXAS,Guadalupe,109,0,44,8,57,576,191,346,39,5
TEXAS,Hardin,48,3,4,3,38,413,104,236,73,3
TEXAS,Harris,7416,77,295,2744,4300,52551,13848,32259,6444,331
TEXAS,Hays,67,2,3,0,62,869,381,457,31,1
TEXAS,Hidalgo,526,22,65,138,301,6273,2435,3556,282,89
TEXAS,Hood,49,1,0,2,46,507,120,343,44,3
TEXAS,Hudspeth,2,0,0,0,2,30,11,18,1,0
TEXAS,Hunt,176,0,2,14,160,1217,485,651,81,1
TEXAS,Irion,2,0,0,0,2,34,16,18,0,0
TEXAS,Jefferson,38,0,6,11,21,519,141,330,48,2
TEXAS,Johnson,144,3,25,3,113,1078,354,637,87,14
TEXAS,Jones,0,0,0,0,0,68,18,49,1,0
TEXAS,Kaufman,143,1,19,11,112,1114,443,557,114,2
TEXAS,Kendall,24,1,16,0,7,245,76,157,12,0
TEXAS,Lampasas,4,0,0,2,2,111,26,82,3,0
TEXAS,Liberty,152,1,2,8,141,890,297,492,101,8
TEXAS,Lynn,3,0,0,0,3,48,19,27,2,0
TEXAS,Martin,5,0,0,0,5,47,8,37,2,0
TEXAS,McLennan,80,0,21,4,55,717,287,387,43,4
TEXAS,Medina,28,0,10,2,16,202,74,120,8,0
TEXAS,Midland,37,1,0,0,36,560,127,359,74,3
TEXAS,Montgomery,521,10,30,106,375,6076,1732,3830,514,12
TEXAS,Newton,1,0,0,0,1,66,23,37,6,0
TEXAS,Nueces,63,1,6,6,50,210,79,125,6,0
TEXAS,Oldham,2,0,0,0,2,26,4,22,0,0
TEXAS,Orange,93,0,7,3,83,641,246,314,81,1
TEXAS,Parker,67,3,9,3,52,1174,419,684,71,0
TEXAS,Potter,19,0,0,1,18,182,68,97,17,0
TEXAS,Randall,43,0,3,1,39,325,119,182,24,3
TEXAS,Robertson,13,0,3,1,9,174,63,104,7,1
TEXAS,Rusk,102,0,6,8,88,689,254,388,47,0
TEXAS,San Patricio,39,0,1,2,36,351,144,196,11,0
TEXAS,Smith,264,2,37,18,207,1936,772,996,168,13
TEXAS,Somervell,5,0,0,0,5,108,48,58,2,1
TEXAS,Tarrant,126,1,17,12,96,1246,411,746,89,15
